co2,ch4,n2o,fecha,nombre
550,733,423,2022-05-11,Mostoles
503,779,962,2022-05-10,Mostoles
650,696,401,2022-05-09,Mostoles
737,718,389,2022-05-08,Mostoles
384,670,401,2022-05-07,Mostoles
812,326,726,2022-05-06,Mostoles
771,420,462,2022-05-05,Mostoles
415,677,627,2022-05-04,Mostoles
702,656,780,2022-05-03,Mostoles
734,483,600,2022-05-02,Mostoles
429,662,965,2022-05-01,Mostoles
754,325,534,2022-04-30,Mostoles
974,786,582,2022-04-29,Mostoles
999,963,691,2022-04-28,Mostoles
363,736,982,2022-04-27,Mostoles
315,585,465,2022-04-26,Mostoles
313,579,643,2022-04-25,Mostoles
839,366,734,2022-04-24,Mostoles
971,412,378,2022-04-23,Mostoles
596,847,729,2022-04-22,Mostoles
322,996,471,2022-04-21,Mostoles
621,845,332,2022-04-20,Mostoles
907,477,850,2022-04-19,Mostoles
686,796,308,2022-04-18,Mostoles
842,767,771,2022-04-17,Mostoles
673,534,465,2022-04-16,Mostoles
459,750,453,2022-04-15,Mostoles
893,617,419,2022-04-14,Mostoles
481,913,954,2022-04-13,Mostoles
920,444,513,2022-04-12,Mostoles
708,788,364,2022-04-11,Mostoles
462,824,946,2022-04-10,Mostoles
770,711,657,2022-04-09,Mostoles
532,903,586,2022-04-08,Mostoles
851,972,846,2022-04-07,Mostoles
568,318,313,2022-04-06,Mostoles
975,729,522,2022-04-05,Mostoles
443,579,943,2022-04-04,Mostoles
459,432,630,2022-04-03,Mostoles
822,569,484,2022-04-02,Mostoles
958,763,448,2022-04-01,Mostoles
584,830,947,2022-03-31,Mostoles
305,370,796,2022-03-30,Mostoles
843,872,715,2022-03-29,Mostoles
875,928,690,2022-03-28,Mostoles
666,765,895,2022-03-27,Mostoles
469,497,457,2022-03-26,Mostoles
385,643,977,2022-03-25,Mostoles
735,383,867,2022-03-24,Mostoles
872,814,412,2022-03-23,Mostoles
913,975,356,2022-03-22,Mostoles
806,339,446,2022-03-21,Mostoles
884,908,518,2022-03-20,Mostoles
469,528,600,2022-03-19,Mostoles
788,737,621,2022-03-18,Mostoles
339,504,423,2022-03-17,Mostoles
461,356,805,2022-03-16,Mostoles
844,363,483,2022-03-15,Mostoles
602,729,775,2022-03-14,Mostoles
984,712,910,2022-03-13,Mostoles
867,343,858,2022-03-12,Mostoles
806,536,884,2022-03-11,Mostoles
374,495,452,2022-03-10,Mostoles
946,331,586,2022-03-09,Mostoles
420,947,617,2022-03-08,Mostoles
847,730,329,2022-03-07,Mostoles
348,503,888,2022-03-06,Mostoles
574,433,945,2022-03-05,Mostoles
894,848,494,2022-03-04,Mostoles
314,400,671,2022-03-03,Mostoles
544,369,398,2022-03-02,Mostoles
987,726,877,2022-03-01,Mostoles
585,511,989,2022-02-28,Mostoles
351,307,363,2022-02-27,Mostoles
462,840,339,2022-02-26,Mostoles
587,990,330,2022-02-25,Mostoles
521,592,614,2022-02-24,Mostoles
428,485,432,2022-02-23,Mostoles
474,752,419,2022-02-22,Mostoles
492,543,361,2022-02-21,Mostoles
923,539,509,2022-02-20,Mostoles
937,504,737,2022-02-19,Mostoles
979,643,921,2022-02-18,Mostoles
650,645,378,2022-02-17,Mostoles
891,403,471,2022-02-16,Mostoles
742,398,703,2022-02-15,Mostoles
479,420,843,2022-02-14,Mostoles
801,948,527,2022-02-13,Mostoles
463,673,706,2022-02-12,Mostoles
410,770,678,2022-02-11,Mostoles
926,988,756,2022-02-10,Mostoles
313,837,573,2022-02-09,Mostoles
872,728,690,2022-02-08,Mostoles
356,783,937,2022-02-07,Mostoles
841,398,460,2022-02-06,Mostoles
905,611,782,2022-02-05,Mostoles
401,841,699,2022-02-04,Mostoles
781,607,445,2022-02-03,Mostoles
997,384,573,2022-02-02,Mostoles
320,417,702,2022-02-01,Mostoles
909,991,543,2022-01-31,Mostoles
684,385,445,2022-01-30,Mostoles
726,864,582,2022-01-29,Mostoles
932,618,305,2022-01-28,Mostoles
382,371,705,2022-01-27,Mostoles
378,525,633,2022-01-26,Mostoles
892,758,746,2022-01-25,Mostoles
688,467,429,2022-01-24,Mostoles
925,991,781,2022-01-23,Mostoles
946,639,351,2022-01-22,Mostoles
336,536,731,2022-01-21,Mostoles
510,527,331,2022-01-20,Mostoles
906,720,766,2022-01-19,Mostoles
515,891,582,2022-01-18,Mostoles
780,688,617,2022-01-17,Mostoles
839,439,861,2022-01-16,Mostoles
319,507,439,2022-01-15,Mostoles
717,613,647,2022-01-14,Mostoles
359,998,999,2022-01-13,Mostoles
759,637,890,2022-01-12,Mostoles
315,986,632,2022-01-11,Mostoles
497,415,446,2022-01-10,Mostoles
914,751,483,2022-01-09,Mostoles
752,677,764,2022-01-08,Mostoles
430,949,588,2022-01-07,Mostoles
763,879,365,2022-01-06,Mostoles
453,910,938,2022-01-05,Mostoles
479,302,776,2022-01-04,Mostoles
707,537,457,2022-01-03,Mostoles
887,934,969,2022-01-02,Mostoles
476,338,971,2022-01-01,Mostoles
665,474,362,2021-12-31,Mostoles
689,301,665,2021-12-30,Mostoles
427,541,536,2021-12-29,Mostoles
624,755,918,2021-12-28,Mostoles
861,356,376,2021-12-27,Mostoles
726,710,563,2021-12-26,Mostoles
697,633,611,2021-12-25,Mostoles
878,964,872,2021-12-24,Mostoles
388,401,490,2021-12-23,Mostoles
732,621,348,2021-12-22,Mostoles
320,391,478,2021-12-21,Mostoles
942,967,712,2021-12-20,Mostoles
892,895,726,2021-12-19,Mostoles
780,342,606,2021-12-18,Mostoles
751,558,883,2021-12-17,Mostoles
575,360,767,2021-12-16,Mostoles
677,866,930,2021-12-15,Mostoles
417,434,314,2021-12-14,Mostoles
840,618,363,2021-12-13,Mostoles
648,799,560,2021-12-12,Mostoles
582,348,524,2021-12-11,Mostoles
743,864,613,2021-12-10,Mostoles
971,977,642,2021-12-09,Mostoles
656,753,907,2021-12-08,Mostoles
716,757,401,2021-12-07,Mostoles
889,372,833,2021-12-06,Mostoles
408,449,624,2021-12-05,Mostoles
502,379,852,2021-12-04,Mostoles
486,426,570,2021-12-03,Mostoles
975,329,727,2021-12-02,Mostoles
330,521,683,2021-12-01,Mostoles
538,922,691,2021-11-30,Mostoles
458,710,633,2021-11-29,Mostoles
748,713,654,2021-11-28,Mostoles
733,744,627,2021-11-27,Mostoles
322,690,786,2021-11-26,Mostoles
655,451,575,2021-11-25,Mostoles
723,501,715,2021-11-24,Mostoles
531,580,793,2021-11-23,Mostoles
932,363,794,2021-11-22,Mostoles
474,858,891,2021-11-21,Mostoles
974,974,724,2021-11-20,Mostoles
587,814,491,2021-11-19,Mostoles
455,452,554,2021-11-18,Mostoles
770,358,580,2021-11-17,Mostoles
557,779,986,2021-11-16,Mostoles
456,583,813,2021-11-15,Mostoles
420,504,597,2021-11-14,Mostoles
360,409,787,2021-11-13,Mostoles
753,493,495,2021-11-12,Mostoles
817,306,776,2021-11-11,Mostoles
556,723,399,2021-11-10,Mostoles
413,790,354,2021-11-09,Mostoles
772,983,578,2021-11-08,Mostoles
634,617,449,2021-11-07,Mostoles
702,544,361,2021-11-06,Mostoles
960,802,540,2021-11-05,Mostoles
650,361,467,2021-11-04,Mostoles
660,904,406,2021-11-03,Mostoles
886,799,402,2021-11-02,Mostoles
521,652,600,2021-11-01,Mostoles
327,772,845,2021-10-31,Mostoles
586,549,990,2021-10-30,Mostoles
554,844,804,2021-10-29,Mostoles
939,897,429,2021-10-28,Mostoles
895,761,822,2021-10-27,Mostoles
398,493,878,2021-10-26,Mostoles
916,443,634,2021-10-25,Mostoles
770,871,736,2021-10-24,Mostoles
855,928,521,2021-10-23,Mostoles
585,878,892,2021-10-22,Mostoles
551,931,432,2021-10-21,Mostoles
667,636,483,2021-10-20,Mostoles
713,341,691,2021-10-19,Mostoles
919,447,993,2021-10-18,Mostoles
466,398,645,2021-10-17,Mostoles
951,704,597,2021-10-16,Mostoles
709,572,680,2021-10-15,Mostoles
495,788,951,2021-10-14,Mostoles
714,864,757,2021-10-13,Mostoles
469,943,773,2021-10-12,Mostoles
462,795,511,2021-10-11,Mostoles
511,477,675,2021-10-10,Mostoles
929,841,717,2021-10-09,Mostoles
373,957,794,2021-10-08,Mostoles
374,439,375,2021-10-07,Mostoles
920,734,549,2021-10-06,Mostoles
506,706,882,2021-10-05,Mostoles
574,896,544,2021-10-04,Mostoles
620,890,816,2021-10-03,Mostoles
468,302,915,2021-10-02,Mostoles
647,917,345,2021-10-01,Mostoles
553,451,704,2021-09-30,Mostoles
721,692,775,2021-09-29,Mostoles
738,826,689,2021-09-28,Mostoles
859,563,670,2021-09-27,Mostoles
330,929,737,2021-09-26,Mostoles
780,589,619,2021-09-25,Mostoles
929,778,902,2021-09-24,Mostoles
864,415,597,2021-09-23,Mostoles
337,805,719,2021-09-22,Mostoles
724,599,671,2021-09-21,Mostoles
449,956,904,2021-09-20,Mostoles
858,829,970,2021-09-19,Mostoles
525,520,458,2021-09-18,Mostoles
387,924,625,2021-09-17,Mostoles
620,657,380,2021-09-16,Mostoles
932,420,894,2021-09-15,Mostoles
615,955,720,2021-09-14,Mostoles
617,433,494,2021-09-13,Mostoles
493,909,855,2021-09-12,Mostoles
643,893,544,2021-09-11,Mostoles
769,498,342,2021-09-10,Mostoles
895,666,442,2021-09-09,Mostoles
844,498,589,2021-09-08,Mostoles
595,513,362,2021-09-07,Mostoles
751,694,715,2021-09-06,Mostoles
320,353,493,2021-09-05,Mostoles
494,827,697,2021-09-04,Mostoles
371,855,536,2021-09-03,Mostoles
681,539,555,2021-09-02,Mostoles
559,643,615,2021-09-01,Mostoles
764,806,634,2021-08-31,Mostoles
622,545,618,2021-08-30,Mostoles
419,958,498,2021-08-29,Mostoles
499,795,424,2021-08-28,Mostoles
474,951,542,2021-08-27,Mostoles
504,304,754,2021-08-26,Mostoles
339,584,794,2021-08-25,Mostoles
440,657,758,2021-08-24,Mostoles
433,333,836,2021-08-23,Mostoles
728,351,520,2021-08-22,Mostoles
856,518,774,2021-08-21,Mostoles
302,552,409,2021-08-20,Mostoles
887,320,785,2021-08-19,Mostoles
951,809,684,2021-08-18,Mostoles
338,942,528,2021-08-17,Mostoles
961,548,421,2021-08-16,Mostoles
721,496,816,2021-08-15,Mostoles
733,553,747,2021-08-14,Mostoles
307,622,504,2021-08-13,Mostoles
517,563,494,2021-08-12,Mostoles
425,348,834,2021-08-11,Mostoles
831,566,721,2021-08-10,Mostoles
408,714,532,2021-08-09,Mostoles
564,856,939,2021-08-08,Mostoles
487,860,357,2021-08-07,Mostoles
412,597,357,2021-08-06,Mostoles
805,454,618,2021-08-05,Mostoles
618,484,682,2021-08-04,Mostoles
349,352,792,2021-08-03,Mostoles
601,456,435,2021-08-02,Mostoles
435,511,468,2021-08-01,Mostoles
321,635,922,2021-07-31,Mostoles
455,748,600,2021-07-30,Mostoles
492,666,361,2021-07-29,Mostoles
726,530,446,2021-07-28,Mostoles
529,975,370,2021-07-27,Mostoles
983,770,846,2021-07-26,Mostoles
599,867,549,2021-07-25,Mostoles
751,683,556,2021-07-24,Mostoles
848,455,436,2021-07-23,Mostoles
822,998,313,2021-07-22,Mostoles
923,845,679,2021-07-21,Mostoles
791,413,520,2021-07-20,Mostoles
474,869,350,2021-07-19,Mostoles
542,416,820,2021-07-18,Mostoles
549,825,555,2021-07-17,Mostoles
622,342,687,2021-07-16,Mostoles
969,466,911,2021-07-15,Mostoles
679,660,903,2021-07-14,Mostoles
309,658,615,2021-07-13,Mostoles
742,872,889,2021-07-12,Mostoles
648,755,724,2021-07-11,Mostoles
819,733,921,2021-07-10,Mostoles
385,484,743,2021-07-09,Mostoles
908,306,833,2021-07-08,Mostoles
587,847,448,2021-07-07,Mostoles
963,842,900,2021-07-06,Mostoles
316,751,414,2021-07-05,Mostoles
356,355,905,2021-07-04,Mostoles
368,738,680,2021-07-03,Mostoles
500,584,549,2021-07-02,Mostoles
643,329,562,2021-07-01,Mostoles
716,527,300,2021-06-30,Mostoles
407,812,950,2021-06-29,Mostoles
820,680,574,2021-06-28,Mostoles
722,746,735,2021-06-27,Mostoles
942,805,831,2021-06-26,Mostoles
556,427,479,2021-06-25,Mostoles
953,836,412,2021-06-24,Mostoles
659,934,700,2021-06-23,Mostoles
327,747,370,2021-06-22,Mostoles
956,710,854,2021-06-21,Mostoles
303,477,934,2021-06-20,Mostoles
864,651,404,2021-06-19,Mostoles
671,790,713,2021-06-18,Mostoles
791,782,405,2021-06-17,Mostoles
329,887,596,2021-06-16,Mostoles
538,841,799,2021-06-15,Mostoles
921,527,893,2021-06-14,Mostoles
563,573,390,2021-06-13,Mostoles
672,453,955,2021-06-12,Mostoles
815,534,491,2021-06-11,Mostoles
894,782,369,2021-06-10,Mostoles
397,503,529,2021-06-09,Mostoles
846,783,541,2021-06-08,Mostoles
942,589,876,2021-06-07,Mostoles
769,418,967,2021-06-06,Mostoles
339,362,832,2021-06-05,Mostoles
539,364,391,2021-06-04,Mostoles
562,950,361,2021-06-03,Mostoles
690,643,853,2021-06-02,Mostoles
406,576,929,2021-06-01,Mostoles
885,873,569,2021-05-31,Mostoles
336,660,493,2021-05-30,Mostoles
829,401,564,2021-05-29,Mostoles
409,868,880,2021-05-28,Mostoles
811,344,815,2021-05-27,Mostoles
316,945,746,2021-05-26,Mostoles
997,864,728,2021-05-25,Mostoles
446,550,631,2021-05-24,Mostoles
965,770,426,2021-05-23,Mostoles
553,681,925,2021-05-22,Mostoles
501,859,647,2021-05-21,Mostoles
346,695,341,2021-05-20,Mostoles
579,500,339,2021-05-19,Mostoles
913,992,902,2021-05-18,Mostoles
484,905,818,2021-05-17,Mostoles
708,883,505,2021-05-16,Mostoles
830,733,774,2021-05-15,Mostoles
722,941,881,2021-05-14,Mostoles
697,829,734,2021-05-13,Mostoles
662,910,934,2021-05-12,Mostoles
398,339,567,2021-05-11,Mostoles
464,725,676,2021-05-10,Mostoles
997,599,969,2021-05-09,Mostoles
947,518,677,2021-05-08,Mostoles
622,959,989,2021-05-07,Mostoles
916,968,820,2021-05-06,Mostoles
559,886,553,2021-05-05,Mostoles
795,877,391,2021-05-04,Mostoles
726,453,931,2021-05-03,Mostoles
881,894,861,2021-05-02,Mostoles
548,749,385,2021-05-01,Mostoles
349,524,499,2021-04-30,Mostoles
858,508,615,2021-04-29,Mostoles
458,410,817,2021-04-28,Mostoles
797,499,540,2021-04-27,Mostoles
957,346,489,2021-04-26,Mostoles
746,520,350,2021-04-25,Mostoles
857,820,768,2021-04-24,Mostoles
781,486,476,2021-04-23,Mostoles
735,863,737,2021-04-22,Mostoles
892,417,631,2021-04-21,Mostoles
352,485,737,2021-04-20,Mostoles
679,722,831,2021-04-19,Mostoles
475,438,675,2021-04-18,Mostoles
742,978,981,2021-04-17,Mostoles
827,770,374,2021-04-16,Mostoles
577,829,782,2021-04-15,Mostoles
842,433,616,2021-04-14,Mostoles
396,868,660,2021-04-13,Mostoles
366,741,946,2021-04-12,Mostoles
936,667,499,2021-04-11,Mostoles
695,378,724,2021-04-10,Mostoles
670,309,391,2021-04-09,Mostoles
673,531,396,2021-04-08,Mostoles
643,801,911,2021-04-07,Mostoles
924,729,580,2021-04-06,Mostoles
703,433,895,2021-04-05,Mostoles
943,566,430,2021-04-04,Mostoles
317,696,880,2021-04-03,Mostoles
880,826,886,2021-04-02,Mostoles
876,897,515,2021-04-01,Mostoles
317,814,638,2021-03-31,Mostoles
528,448,440,2021-03-30,Mostoles
544,880,612,2021-03-29,Mostoles
787,570,681,2021-03-28,Mostoles
472,923,361,2021-03-27,Mostoles
862,804,747,2021-03-26,Mostoles
767,856,568,2021-03-25,Mostoles
407,696,845,2021-03-24,Mostoles
760,841,464,2021-03-23,Mostoles
333,612,649,2021-03-22,Mostoles
377,512,767,2021-03-21,Mostoles
799,311,391,2021-03-20,Mostoles
872,337,864,2021-03-19,Mostoles
531,821,476,2021-03-18,Mostoles
321,835,805,2021-03-17,Mostoles
976,467,694,2021-03-16,Mostoles
302,873,345,2021-03-15,Mostoles
448,507,707,2021-03-14,Mostoles
707,973,770,2021-03-13,Mostoles
938,384,676,2021-03-12,Mostoles
842,892,432,2021-03-11,Mostoles
836,703,855,2021-03-10,Mostoles
551,346,368,2021-03-09,Mostoles
